afdc_ra,badenglh,emp,expstat,fdst_ra,ged,kids,kidsud4,longafdc,married,minor02,minor03,minor04,neveradc,neverful,neverwrk,nodegree,single,numinhh,schlhgst,agesq,pre12ern,pre12wrk,bifid,age,caltime,site,treated
1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,4,12,812,4000,1,151346,29,33,12,0
0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,3,12,1122,8000,1,151347,34,33,12,0
1,0,0,1,1,,1,0,1,0,1,0,0,0,0,0,1,1,5,12,756,1800,0,151349,28,33,12,1
0,0,0,0,0,,,,0,1,0,0,0,1,0,0,1,0,4,12,552,2460,0,151359,24,35,12,0
1,0,1,1,1,0,,,1,0,0,0,0,0,0,1,0,0,3,12,1406,,0,151369,38,33,12,1
0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,4,12,1190,,0,151373,35,33,12,1
1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,16,1980,0,0,151378,45,34,12,1
1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,6,12,600,1312,0,151387,25,34,12,0
1,,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,5,10,1190,,0,151396,35,33,12,1
1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,12,552,2000,1,151397,24,33,12,0
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,5,11,650,,0,151400,26,33,12,0
1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,2,12,2070,,0,151405,46,29,14,1
0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,11,1640,6300,1,151436,41,30,14,0
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,12,552,10800,1,151487,24,29,14,0
1,0,0,1,1,0,1,0,1,,1,0,0,0,0,0,1,,2,11,650,0,0,151514,26,29,14,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,12,1560,,0,151573,40,32,14,0
1,0,0,1,1,,1,0,1,0,0,1,0,0,0,1,1,1,3,8,552,,0,151620,24,30,1,0
0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5,12,812,0,0,151673,29,30,1,1
0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,5,12,1056,0,0,152018,33,28,5,1
1,0,1,1,1,1,,,1,0,1,0,0,0,0,0,1,1,3,11,1056,0,0,152403,33,27,12,0
1,0,0,1,1,0,,,1,0,1,0,0,0,0,0,0,1,5,12,1056,1800,1,152405,33,27,12,1
1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,14,650,3920,1,152410,26,27,12,0
0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,2,10,2550,0,0,152416,51,27,12,0
0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,12,1260,2157,0,152423,36,27,12,0
1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,3,12,1122,0,0,152437,34,27,12,0
1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,3,12,650,500,0,152439,26,27,12,0
1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,2,14,1980,0,0,152440,45,27,12,1
1,0,0,1,1,0,,,0,1,0,0,0,0,1,0,1,0,3,7,2352,0,0,152443,49,27,12,0
0,0,0,1,1,0,,,0,0,1,0,0,1,0,0,1,0,4,12,1406,6000,1,152446,38,27,12,1
0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,12,756,144,0,152449,28,27,12,0
,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,2970,800,0,152451,55,27,12,0
1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,4,12,650,0,0,152454,26,27,12,0
0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,5,12,930,1840,0,152462,31,27,12,1
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,5,9,1560,,0,152476,40,28,12,1
1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,3,8,552,1000,1,152479,24,28,12,0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14,1806,5200,1,152480,43,29,12,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,4,12,1122,2000,0,152481,34,28,12,0
1,0,1,1,1,0,,,1,0,1,0,0,0,0,0,0,0,4,14,1056,1104,0,152484,33,28,12,1
,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4,10,1560,3792,0,152489,40,28,12,0
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12,870,4000,1,152491,30,29,12,1
1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,5,12,1056,,0,152492,33,29,12,0
1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,7,10,812,128,0,152496,29,29,12,0
1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,12,702,5000,1,152497,27,29,12,0
0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,4,10,1260,3570,0,152499,36,29,12,1
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,5,13,1122,0,0,152505,34,31,12,1
0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,16,1980,3677,1,152509,45,29,12,0
1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,3,12,650,0,0,152512,26,29,12,0
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,12,600,0,0,152514,25,29,12,1
0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,3,15,702,3880,1,152515,27,29,12,0
0,0,1,1,,1,1,0,0,1,0,0,0,1,0,0,1,0,4,9,1406,1000,0,152524,38,27,12,1
1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,12,2652,502,1,152528,52,27,12,0
1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,5,12,930,,0,152532,31,27,12,0
,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,15,1482,0,0,152533,39,27,12,0
1,0,1,1,1,0,,,1,0,1,0,0,0,0,0,0,1,4,12,650,,0,152536,26,27,12,1
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,4,12,702,0,0,152549,27,30,12,0
1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,3,12,552,965,0,152562,24,27,12,0
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,2,11,870,0,0,152573,30,27,12,0
0,0,1,1,0,0,0,0,0,,0,0,0,1,0,0,0,,,12,992,1950,0,152578,32,27,12,1
0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,9,1122,4000,1,152580,34,27,12,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,12,2352,1500,0,152586,49,27,12,1
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,6,12,1122,0,0,152587,34,28,12,1
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,4,13,600,15545,1,152600,25,28,12,1
1,0,0,1,1,0,,,0,0,1,0,0,0,0,1,0,1,7,12,1332,,0,152603,37,28,12,0
1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,3,10,812,250,0,152616,29,30,12,1
1,0,1,1,1,1,,,1,0,1,0,0,0,0,0,1,0,4,12,1560,0,0,152617,40,27,12,1
1,0,0,1,1,,1,0,0,,1,0,0,0,0,0,1,,4,12,1722,0,0,152618,42,27,12,1
,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,3,11,1260,3000,,152628,36,28,12,0
1,0,1,1,1,0,1,1,0,,1,0,0,0,0,0,0,,3,12,756,0,0,152630,28,28,12,1
1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,3,9,1056,4200,1,152633,33,28,12,1
1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,4,10,992,,0,152636,32,28,12,1
1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,4,12,702,2937,1,152637,27,28,12,0
0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,4,11,1722,50,0,152648,42,27,12,1
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,4,13,702,,0,152649,27,30,12,0
0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,12,1980,200,0,152651,45,28,12,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,12,600,,0,152652,25,28,12,0
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,12,702,3000,1,152656,27,28,12,1
0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3,12,650,3234,0,152666,26,28,12,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,2,12,2256,655,0,152667,48,28,12,1
1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3,12,1332,4000,1,152670,37,28,12,0
0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,4,8,1806,1000,1,152672,43,28,12,0
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,6,12,1892,700,0,152673,44,28,12,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,12,756,4462,1,152680,28,28,12,0
1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,5,9,756,1072,0,152684,28,28,12,0
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,10,1190,4680,1,152691,35,28,12,0
1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,3,11,600,0,0,152694,25,28,12,0
0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,12,1260,4289,0,152697,36,28,12,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12,2162,2988,0,152711,47,28,12,0
0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14,1722,6000,1,152714,42,28,12,1
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5,12,2970,,0,152715,55,28,12,0
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,12,1406,3000,1,152718,38,28,12,1
0,0,1,1,0,1,0,0,0,,0,0,1,1,0,0,1,,1,10,812,4000,1,152720,29,28,12,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,12,812,4600,1,152723,29,28,12,0
1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,4,9,600,0,0,152726,25,28,12,0
1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,6,10,552,294,0,152729,24,28,12,1
0,0,1,0,0,,1,1,0,0,0,0,0,1,0,0,,0,2,12,1980,6000,1,152730,45,28,12,0
0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,4,10,2070,,1,152731,46,28,12,0
1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,6,12,600,0,0,152732,25,28,12,1
0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,3,10,2162,,1,152733,47,28,12,1
0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,12,756,6000,0,152735,28,28,12,0
0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,4,13,600,5000,0,152737,25,28,12,1
1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,4,12,992,0,0,152742,32,28,12,0
1,0,0,1,1,0,1,1,1,,1,0,0,0,0,0,0,,3,14,1560,5000,0,152744,40,28,12,1
1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,5,13,992,0,0,152746,32,29,12,1
0,0,1,0,1,,1,0,0,0,0,0,0,1,0,0,1,0,4,12,870,3000,0,152748,30,28,12,0
0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,4,12,1332,7000,1,152752,37,28,12,0
1,0,1,1,1,0,1,1,,0,1,0,0,0,0,0,0,1,3,12,1056,4500,1,152755,33,28,12,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,8,756,0,0,152761,28,28,12,0
1,0,0,1,1,,1,0,1,0,0,0,0,0,0,1,1,0,2,12,2352,,0,152767,49,28,12,0
1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,4,10,812,,0,152768,29,28,12,1
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12,992,5500,1,152770,32,28,12,1
0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,1260,,0,152771,36,28,12,1
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,5,11,600,,0,152775,25,28,12,1
0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,5,8,1482,,0,152787,39,28,12,0
1,0,1,1,1,1,,,1,0,1,0,0,0,0,1,,0,4,,1332,,0,152788,37,28,12,0
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,12,600,,0,152789,25,28,12,0
1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,12,1980,0,0,152798,45,31,12,0
1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,4,9,650,,0,152808,26,28,6,1
0,1,1,1,0,0,0,0,0,,0,1,0,1,0,0,0,,1,13,1722,5500,0,152809,42,28,6,1
0,0,0,1,,0,1,0,0,0,1,0,0,1,0,0,1,0,3,10,1260,240,0,152812,36,28,6,1
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,15,756,7200,1,152825,28,27,6,0
1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,6,11,930,98,1,152848,31,28,6,0
0,0,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,1,8,3306,3000,1,152849,58,28,6,0
1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,3,8,702,,1,152851,27,28,6,1
1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,7,15,812,,0,152852,29,28,6,1
1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4,12,1722,7000,1,152855,42,28,6,0
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3,12,930,,,152858,31,28,6,1
0,0,0,1,0,,,,0,0,1,0,0,1,0,1,,1,1,12,1560,,0,152860,40,29,6,0
1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,4,9,992,300,0,152861,32,29,6,1
,0,0,1,0,0,1,,1,0,1,0,0,0,0,0,0,1,6,12,650,,,152882,26,29,6,1
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,12,930,,,152894,31,29,6,1
0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,8,14,600,,,152899,25,29,6,0
0,1,0,1,0,0,,,0,1,0,0,1,1,0,0,0,0,3,16,930,4800,1,152902,31,29,6,1
0,1,1,1,,0,1,0,0,0,0,1,0,1,0,0,0,0,4,13,1640,13832,1,152907,41,32,6,0
0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,4,11,2070,14560,1,152909,46,29,6,0
1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,3,8,756,,0,152942,28,32,6,1
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,3,11,812,,0,153031,29,29,12,1
1,0,0,1,1,0,,,1,0,1,0,0,0,0,0,0,1,3,12,812,2800,0,153033,29,30,12,0
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,12,992,0,0,153048,32,28,12,0
0,0,1,1,0,0,1,1,0,,0,0,0,1,0,0,0,,5,12,600,2165,0,153050,25,28,12,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,1560,0,0,153056,40,29,12,1
1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,3,9,552,0,0,153057,24,28,12,1
0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,13,650,500,1,153058,26,28,12,0
0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,5,12,870,13000,1,153060,30,29,12,1
1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,4,11,1980,,0,153062,45,28,12,1
1,0,0,0,1,0,,,1,0,1,0,0,0,1,0,1,1,5,11,552,750,0,153066,24,28,12,0
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,16,2970,7000,1,153067,55,28,12,0
0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,6,16,1640,224,0,153069,41,28,12,1
0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,12,756,3289,1,153074,28,28,12,1
1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,2,12,756,2592,0,153080,28,28,12,1
1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,3,10,1482,,0,153083,39,28,12,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,8,992,450,0,153084,32,28,12,0
1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,4,8,992,1900,0,153100,32,29,12,1
1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,3,11,1190,0,0,153107,35,29,12,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,12,2070,3978,0,153109,46,29,12,1
0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,4,14,702,,0,153205,27,28,12,1
0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,5,12,756,,0,153207,28,28,12,1
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,9,650,100,0,153209,26,29,12,0
0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,6,12,1892,0,0,153213,44,28,12,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,12,1406,,0,153214,38,28,12,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,10,1980,0,0,153217,45,28,12,0
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,3,13,1560,,0,153223,40,29,12,0
1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,,0,2,12,812,,0,153224,29,29,12,1
0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,4,12,756,,0,153252,28,29,12,0
0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3,12,552,,,153262,24,29,12,1
1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,5,12,992,,0,153263,32,30,12,0
0,1,0,1,0,0,,,0,,0,0,1,1,0,1,0,,,12,1332,,0,153272,37,29,12,1
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,12,650,6000,1,153273,26,28,12,1
0,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,1,,1,9,1892,800,0,153278,44,29,12,0
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,16,2550,5000,0,153280,51,29,12,1
1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,2,12,552,,0,153283,24,29,12,0
1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,4,11,930,0,0,153287,31,29,12,1
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,12,870,,0,153289,30,28,12,0
1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,12,552,1200,0,153300,24,32,12,1
0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,12,702,9450,1,153302,27,32,12,1
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,12,812,3160,0,153304,29,31,12,0
0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,2,11,870,,1,153305,30,30,12,0
0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,11,552,2040,0,153317,24,33,12,0
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,3,12,702,3500,1,153325,27,32,12,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,5,12,992,256,1,153354,32,33,12,0
0,0,1,1,1,0,,,0,1,0,0,0,1,0,0,0,0,,12,650,,1,153373,26,36,12,1
1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,10,702,,1,153383,27,33,12,0
1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,13,702,0,0,153385,27,33,12,0
0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,12,552,5000,0,153391,24,35,12,0
0,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,12,600,3100,1,153395,25,35,12,1
1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,4,10,992,0,0,153578,32,31,5,1
0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,4,10,1560,600,1,153604,40,29,12,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,9,1406,,0,153606,38,29,12,0
1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,3,11,600,0,0,153626,25,35,12,1
1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,3,11,756,4800,0,153627,28,36,12,0
1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,5,10,1406,1350,0,153638,38,29,12,0
1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,3,12,600,1050,0,153639,25,29,12,1
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,4,12,650,,0,153643,26,29,12,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,11,2652,,1,153659,52,29,12,1
0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,2,12,1482,6300,1,153662,39,29,12,0
0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,2,11,2070,6000,1,153666,46,30,12,0
1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,3,11,552,,0,153674,24,34,12,0
1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,3,12,1056,0,0,153679,33,30,12,0
1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,4,10,650,,0,153682,26,29,12,0
0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,2,7,2756,,0,153685,53,31,12,0
1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,3,9,992,,0,153689,32,29,12,1
1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,10,812,0,0,153690,29,29,12,0
1,0,0,1,1,1,,,1,0,1,0,0,0,0,1,1,1,3,12,930,,0,153693,31,29,12,1
1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,6,12,702,0,0,153697,27,30,12,0
1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,4,12,812,4000,0,153699,29,30,12,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,11,600,800,1,153705,25,34,12,0
0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,14,3080,0,0,153708,56,30,12,0
,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4,12,1722,,0,153715,42,29,12,0
1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3,12,600,8000,1,153716,25,29,12,1
0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,2,10,1560,,0,153719,40,29,12,0
1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,4,12,812,0,0,153739,29,30,12,0
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,12,650,6171,1,153740,26,30,12,0
0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,4,10,992,,0,153744,32,29,12,1
1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,5,11,1122,,0,153745,34,29,12,1
,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,3,12,930,,0,153748,31,29,12,1
0,0,1,1,0,0,,,0,0,1,0,0,1,0,0,1,1,5,10,552,0,0,153749,24,30,12,0
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,4,10,930,,0,153750,31,31,12,1
1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,10,650,1914,0,153759,26,30,12,1
1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,7,12,870,,0,153763,30,30,12,0
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,12,650,7661,1,153767,26,30,12,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,11,600,2927,1,153771,25,30,12,0
1,0,0,1,1,,1,1,1,0,0,0,0,0,0,0,1,1,3,12,930,0,0,153772,31,30,12,1
1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,3,12,812,,0,153782,29,30,12,0
0,0,1,1,,0,1,1,0,0,0,1,0,0,0,0,0,1,2,12,702,5200,1,153783,27,29,12,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,8,756,,,153784,28,30,12,0
0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,3,11,600,,0,153789,25,30,12,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,1190,672,0,153790,35,30,12,0
0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,10,1482,902,0,153800,39,33,12,0
1,0,0,1,1,,1,1,1,0,1,0,0,0,0,0,1,1,5,12,1190,8000,1,153821,35,32,6,0
1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,5,12,650,,0,153830,26,32,6,1
0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,3,11,1722,4811,1,153919,42,35,6,0
1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,5,12,552,,0,153947,24,33,6,0
0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,4,10,650,0,0,153948,26,33,6,1
0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,3,12,702,72,0,154016,27,30,1,1
0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,9,2256,1648,,154062,48,29,1,1
0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,5,8,552,5,,154081,24,29,1,0
0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,2,8,756,,0,154099,28,29,1,1
,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,4,9,1122,0,0,154116,34,29,1,1
1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,12,1190,98,0,154137,35,30,1,1
,0,0,1,1,0,1,0,1,,0,1,0,0,0,0,1,,6,9,1260,0,,154168,36,29,1,0
0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,3,7,702,,,154175,27,29,1,0
1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,3,8,756,,0,154180,28,30,1,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,9,702,,0,154189,27,29,1,1
1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,,0,5,10,930,,0,154344,31,29,1,0
